Transaction_ID,Date,Type,Category,Amount,Vendor_ID,Employee_ID,Program_ID,Grant_ID,State,Payment_Method,Status,Description
T007519,2025-05-01,Expense,Office Supplies,-35004,V084,,P006,G007,Rajasthan,NEFT,Failed,Office Supplies
T007520,2025-12-27,Expense,Rent,-173301,V106,,P013,G023,Delhi,UPI,Completed,Rent
T007521,2026-01-03,Expense,Office Supplies,-27878,V056,,P012,G007,Karnataka,NEFT,Completed,Office Supplies
T007522,2026-02-10,Expense,Utilities,-48688,V110,,P014,G004,Gujarat,NEFT,Failed,Utilities
T007523,2025-08-22,Expense,Salary,-51502,,E223,P008,G015,Tamil Nadu,RTGS,Pending,Salary
T007524,2025-08-07,Expense,Medicines,-79489,V085,,P012,G018,Maharashtra,RTGS,Completed,Medicines
T007525,2025-02-26,Income,CSR Grant,19679658,,,P001,G013,Madhya Pradesh,UPI,Completed,CSR Grant
T007526,2026-01-08,Expense,Medicines,-53654,V039,,P004,G006,Uttar Pradesh,Cheque,Failed,Medicines
T007527,2025-03-11,Income,CSR Grant,6004645,,,P009,G023,Delhi,NEFT,Failed,CSR Grant
T007528,2025-11-10,Expense,Travel,-3535,V109,,P013,G005,Madhya Pradesh,Bank Transfer,Completed,Travel
T007529,2025-10-05,Income,Government Grant,30232827,,,P007,G014,Delhi,NEFT,Completed,Government Grant
T007530,2025-02-17,Income,CSR Grant,6778056,,,P009,G001,Gujarat,Bank Transfer,Completed,CSR Grant
T007531,2026-04-27,Income,Individual Donation,9899,,,P003,G024,Maharashtra,Cheque,Completed,Individual Donation
T007532,2025-01-05,Expense,Training,-59360,V022,,P005,G012,Gujarat,Cheque,Completed,Training
T007533,2024-11-12,Expense,Office Supplies,-37261,V101,,P007,G001,Tamil Nadu,NEFT,Completed,Office Supplies
T007534,2025-07-12,Expense,Salary,-66818,,E238,P009,G008,Rajasthan,UPI,Completed,Salary
T007535,2026-06-05,Expense,Salary,-121935,,E138,P004,G003,Uttar Pradesh,RTGS,Completed,Salary
T007536,2026-02-16,Expense,Salary,-74517,,E056,P014,G003,Gujarat,RTGS,Pending,Salary
T007537,2026-03-08,Income,CSR Grant,19355243,,,P012,G018,Tamil Nadu,Cheque,Failed,CSR Grant
T007538,2024-10-29,Income,International NGO,26381659,,,P007,G013,Karnataka,RTGS,Completed,International NGO
T007539,2025-01-31,Expense,Travel,-3661,V039,,P001,G007,Delhi,UPI,Completed,Travel
T007540,2024-09-29,Expense,Nutrition Kits,-195844,V044,,P004,G023,Madhya Pradesh,RTGS,Failed,Nutrition Kits
T007541,2025-12-13,Income,Individual Donation,65682,,,P006,G015,Karnataka,RTGS,Completed,Individual Donation
T007542,2025-05-05,Income,Government Grant,12065488,,,P006,G024,Madhya Pradesh,UPI,Completed,Government Grant
T007543,2026-01-26,Expense,IT Equipment,-458183,V032,,P008,G010,Gujarat,NEFT,Completed,IT Equipment
T007544,2025-09-18,Income,Individual Donation,97390,,,P006,G025,Karnataka,Bank Transfer,Pending,Individual Donation
T007545,2026-07-07,Income,Individual Donation,35858,,,P010,G024,Madhya Pradesh,UPI,Pending,Individual Donation
T007546,2025-10-10,Income,CSR Grant,6665058,,,P003,G008,Gujarat,NEFT,Failed,CSR Grant
T007547,2026-01-06,Expense,IT Equipment,-360499,V050,,P011,G008,Karnataka,RTGS,Completed,IT Equipment
T007548,2025-04-08,Expense,Training,-58719,V039,,P007,G008,Tamil Nadu,Bank Transfer,Completed,Training
T007549,2025-11-18,Expense,Rent,-57512,V001,,P004,G017,Rajasthan,NEFT,Completed,Rent
T007550,2025-06-28,Expense,Office Supplies,-37258,V117,,P003,G006,Gujarat,RTGS,Completed,Office Supplies
T007551,2025-11-19,Expense,Utilities,-54089,V052,,P010,G003,Tamil Nadu,Bank Transfer,Completed,Utilities
T007552,2025-04-22,Income,International NGO,20661991,,,P008,G011,Tamil Nadu,RTGS,Completed,International NGO
T007553,2026-06-17,Income,Individual Donation,28807,,,P007,G015,Tamil Nadu,Cheque,Completed,Individual Donation
T007554,2025-08-15,Income,International NGO,15192091,,,P014,G009,Delhi,RTGS,Completed,International NGO
T007555,2026-06-06,Expense,Rent,-54496,V058,,P004,G024,Delhi,RTGS,Completed,Rent
T007556,2026-06-02,Expense,Nutrition Kits,-104845,V047,,P013,G020,Tamil Nadu,Bank Transfer,Completed,Nutrition Kits
T007557,2025-11-07,Expense,Medicines,-65577,V032,,P005,G008,Tamil Nadu,Bank Transfer,Pending,Medicines
T007558,2024-10-31,Expense,Nutrition Kits,-241856,V088,,P008,G005,Rajasthan,UPI,Completed,Nutrition Kits
T007559,2024-11-17,Income,Individual Donation,75121,,,P005,G020,Madhya Pradesh,Cheque,Completed,Individual Donation
T007560,2025-11-06,Income,Corporate Donation,3014236,,,P006,G022,Karnataka,Cheque,Failed,Corporate Donation
T007561,2025-05-31,Expense,Salary,-66608,,E183,P008,G014,Madhya Pradesh,NEFT,Completed,Salary
T007562,2024-08-22,Expense,IT Equipment,-128749,V040,,P005,G001,Rajasthan,UPI,Completed,IT Equipment
T007563,2025-11-03,Income,Government Grant,28729863,,,P013,G016,Gujarat,NEFT,Pending,Government Grant
T007564,2025-08-14,Expense,Nutrition Kits,-99538,V098,,P009,G021,Maharashtra,UPI,Pending,Nutrition Kits
T007565,2025-03-23,Expense,Rent,-93903,V013,,P001,G021,Tamil Nadu,UPI,Completed,Rent
T007566,2026-07-11,Expense,IT Equipment,-472710,V032,,P015,G025,Gujarat,Cheque,Failed,IT Equipment
T007567,2025-10-02,Income,Government Grant,10492734,,,P012,G001,Karnataka,RTGS,Completed,Government Grant
T007568,2026-01-26,Expense,Office Supplies,-27736,V088,,P001,G018,Karnataka,Bank Transfer,Pending,Office Supplies
T007569,2026-04-22,Expense,IT Equipment,-123482,V014,,P013,G024,Delhi,NEFT,Failed,IT Equipment
T007570,2026-04-28,Income,CSR Grant,7715510,,,P013,G018,Delhi,Bank Transfer,Completed,CSR Grant
T007571,2024-08-16,Income,Individual Donation,30353,,,P014,G012,Delhi,Bank Transfer,Completed,Individual Donation
T007572,2025-07-12,Expense,Office Supplies,-38466,V086,,P003,G017,Karnataka,Cheque,Failed,Office Supplies
T007573,2025-12-12,Expense,IT Equipment,-456944,V020,,P005,G014,Madhya Pradesh,NEFT,Completed,IT Equipment
T007574,2025-03-21,Expense,Consulting,-274345,V081,,P014,G002,Delhi,NEFT,Completed,Consulting
T007575,2026-05-14,Income,CSR Grant,13922340,,,P006,G004,Gujarat,RTGS,Completed,CSR Grant
T007576,2025-04-13,Expense,IT Equipment,-272967,V048,,P008,G001,Gujarat,UPI,Failed,IT Equipment
T007577,2025-03-04,Income,Individual Donation,34204,,,P012,G004,Gujarat,Cheque,Completed,Individual Donation
T007578,2024-11-30,Expense,Rent,-133196,V078,,P013,G014,Karnataka,Bank Transfer,Pending,Rent
T007579,2024-08-11,Income,CSR Grant,14425149,,,P012,G018,Tamil Nadu,RTGS,Completed,CSR Grant
T007580,2025-12-10,Expense,Salary,-103626,,E077,P006,G010,Tamil Nadu,Bank Transfer,Completed,Salary
T007581,2025-02-21,Expense,Training,-95016,V022,,P008,G021,Tamil Nadu,RTGS,Completed,Training
T007582,2025-12-06,Income,Government Grant,41106223,,,P014,G012,Delhi,NEFT,Failed,Government Grant
T007583,2026-07-09,Expense,Medicines,-232170,V111,,P010,G019,Delhi,Cheque,Completed,Medicines
T007584,2025-03-09,Income,International NGO,3642785,,,P013,G001,Madhya Pradesh,UPI,Completed,International NGO
T007585,2026-01-04,Income,Corporate Donation,3872962,,,P010,G021,Uttar Pradesh,NEFT,Completed,Corporate Donation
T007586,2025-02-04,Expense,Nutrition Kits,-151580,V101,,P006,G011,Karnataka,NEFT,Completed,Nutrition Kits
T007587,2024-12-21,Income,Individual Donation,25982,,,P010,G010,Maharashtra,NEFT,Completed,Individual Donation
T007588,2026-03-12,Income,CSR Grant,2516095,,,P008,G006,Rajasthan,Bank Transfer,Completed,CSR Grant
T007589,2025-08-13,Income,Government Grant,23492399,,,P011,G006,Gujarat,NEFT,Completed,Government Grant
T007590,2026-04-14,Income,Government Grant,49863138,,,P010,G019,Madhya Pradesh,NEFT,Completed,Government Grant
T007591,2024-12-27,Income,Individual Donation,11742,,,P006,G017,Madhya Pradesh,RTGS,Completed,Individual Donation
T007592,2025-04-24,Expense,Medicines,-125723,V051,,P011,G023,Tamil Nadu,Bank Transfer,Completed,Medicines
T007593,2025-10-28,Expense,Training,-53372,V054,,P014,G004,Uttar Pradesh,NEFT,Failed,Training
T007594,2025-09-22,Income,Government Grant,9537594,,,P014,G002,Rajasthan,Bank Transfer,Completed,Government Grant
T007595,2025-10-27,Income,International NGO,27763067,,,P011,G022,Karnataka,UPI,Failed,International NGO
T007596,2026-01-12,Expense,Utilities,-18538,V057,,P003,G005,Maharashtra,NEFT,Completed,Utilities
T007597,2024-10-24,Income,CSR Grant,10949813,,,P010,G011,Rajasthan,Bank Transfer,Pending,CSR Grant
T007598,2025-07-22,Expense,Utilities,-62901,V029,,P007,G010,Gujarat,NEFT,Failed,Utilities
T007599,2024-09-13,Expense,Training,-87040,V017,,P005,G023,Uttar Pradesh,Cheque,Completed,Training
T007600,2025-06-13,Expense,Nutrition Kits,-319116,V087,,P005,G024,Rajasthan,RTGS,Failed,Nutrition Kits
T007601,2024-12-18,Income,International NGO,13495349,,,P011,G014,Gujarat,Bank Transfer,Failed,International NGO
T007602,2024-10-10,Expense,Rent,-192299,V096,,P013,G003,Madhya Pradesh,RTGS,Pending,Rent
T007603,2025-09-18,Income,International NGO,4471323,,,P005,G024,Gujarat,UPI,Completed,International NGO
T007604,2025-09-07,Expense,Rent,-186822,V007,,P011,G012,Rajasthan,NEFT,Completed,Rent
T007605,2025-12-20,Income,Corporate Donation,4665784,,,P002,G024,Rajasthan,Bank Transfer,Completed,Corporate Donation
T007606,2025-05-06,Income,Corporate Donation,2601087,,,P009,G024,Karnataka,Bank Transfer,Completed,Corporate Donation
T007607,2025-12-08,Expense,Utilities,-43267,V022,,P007,G014,Rajasthan,RTGS,Completed,Utilities
T007608,2026-06-01,Expense,Nutrition Kits,-352144,V089,,P001,G007,Uttar Pradesh,Bank Transfer,Failed,Nutrition Kits
T007609,2025-12-17,Expense,Consulting,-91482,V100,,P011,G019,Rajasthan,Bank Transfer,Failed,Consulting
T007610,2025-07-09,Income,International NGO,20468769,,,P009,G011,Maharashtra,UPI,Completed,International NGO
T007611,2025-06-29,Expense,Training,-93813,V105,,P011,G003,Uttar Pradesh,NEFT,Completed,Training
T007612,2025-03-23,Income,Government Grant,38086386,,,P011,G012,Delhi,UPI,Completed,Government Grant
T007613,2025-08-25,Income,International NGO,22362391,,,P012,G008,Maharashtra,UPI,Completed,International NGO
T007614,2025-06-23,Income,Individual Donation,58449,,,P003,G021,Gujarat,Bank Transfer,Completed,Individual Donation
T007615,2025-01-21,Income,Corporate Donation,2996318,,,P007,G021,Rajasthan,Bank Transfer,Completed,Corporate Donation
T007616,2026-04-25,Expense,Nutrition Kits,-397254,V117,,P010,G003,Tamil Nadu,RTGS,Completed,Nutrition Kits
T007617,2026-01-03,Income,Government Grant,4085023,,,P003,G004,Rajasthan,Bank Transfer,Pending,Government Grant
T007618,2026-07-03,Expense,Office Supplies,-10312,V074,,P006,G021,Uttar Pradesh,UPI,Completed,Office Supplies
T007619,2025-06-27,Expense,IT Equipment,-87351,V020,,P004,G019,Rajasthan,RTGS,Completed,IT Equipment
T007620,2026-05-12,Expense,Consulting,-247293,V073,,P009,G013,Delhi,RTGS,Completed,Consulting
T007621,2025-02-23,Income,International NGO,21463982,,,P007,G014,Karnataka,Cheque,Completed,International NGO
T007622,2024-12-22,Income,CSR Grant,18910507,,,P007,G009,Uttar Pradesh,Cheque,Completed,CSR Grant
T007623,2024-08-03,Expense,Medicines,-296645,V035,,P003,G004,Karnataka,RTGS,Completed,Medicines
T007624,2025-02-05,Income,International NGO,21989938,,,P002,G001,Karnataka,NEFT,Completed,International NGO
T007625,2025-03-21,Expense,Training,-48704,V087,,P004,G004,Uttar Pradesh,NEFT,Completed,Training
T007626,2024-08-13,Income,Individual Donation,43732,,,P001,G023,Rajasthan,NEFT,Completed,Individual Donation
T007627,2025-05-04,Income,International NGO,22430096,,,P009,G011,Gujarat,NEFT,Completed,International NGO
T007628,2026-05-18,Expense,Travel,-20774,V110,,P015,G007,Rajasthan,NEFT,Completed,Travel
T007629,2026-07-07,Expense,Nutrition Kits,-384157,V003,,P010,G011,Rajasthan,UPI,Completed,Nutrition Kits
T007630,2025-06-15,Income,International NGO,14216603,,,P003,G015,Uttar Pradesh,NEFT,Failed,International NGO
T007631,2026-03-04,Income,CSR Grant,11946500,,,P005,G003,Gujarat,Bank Transfer,Completed,CSR Grant
T007632,2025-11-20,Expense,Consulting,-54089,V011,,P013,G021,Maharashtra,Cheque,Failed,Consulting
T007633,2025-12-19,Income,Government Grant,47471361,,,P010,G002,Madhya Pradesh,UPI,Failed,Government Grant
T007634,2025-07-11,Expense,Medicines,-151502,V103,,P008,G013,Delhi,NEFT,Completed,Medicines
T007635,2025-02-19,Income,Government Grant,2731260,,,P005,G023,Tamil Nadu,RTGS,Completed,Government Grant
T007636,2024-08-16,Expense,Medicines,-186894,V075,,P002,G008,Maharashtra,Cheque,Failed,Medicines
T007637,2024-12-21,Income,Individual Donation,97161,,,P012,G015,Madhya Pradesh,RTGS,Completed,Individual Donation
T007638,2026-01-17,Income,Individual Donation,10802,,,P008,G001,Uttar Pradesh,UPI,Pending,Individual Donation
T007639,2024-09-24,Expense,Rent,-114361,V035,,P015,G014,Karnataka,Bank Transfer,Completed,Rent
T007640,2026-05-03,Income,International NGO,9448303,,,P006,G019,Tamil Nadu,RTGS,Pending,International NGO
T007641,2026-05-22,Expense,Nutrition Kits,-71620,V111,,P015,G015,Delhi,Bank Transfer,Completed,Nutrition Kits
T007642,2025-08-06,Income,Government Grant,3440189,,,P010,G015,Gujarat,Bank Transfer,Pending,Government Grant
T007643,2026-03-27,Expense,Travel,-34178,V076,,P008,G014,Karnataka,RTGS,Failed,Travel
T007644,2025-03-29,Expense,Office Supplies,-33432,V081,,P010,G013,Uttar Pradesh,Cheque,Completed,Office Supplies
T007645,2026-02-16,Expense,Rent,-149493,V119,,P002,G006,Uttar Pradesh,NEFT,Completed,Rent
T007646,2024-12-25,Income,Corporate Donation,1644099,,,P003,G023,Maharashtra,Cheque,Completed,Corporate Donation
T007647,2025-06-28,Income,CSR Grant,15719059,,,P010,G006,Gujarat,Bank Transfer,Completed,CSR Grant
T007648,2025-08-18,Income,International NGO,24523360,,,P003,G025,Karnataka,Bank Transfer,Failed,International NGO
T007649,2024-09-16,Expense,Travel,-28529,V067,,P009,G013,Karnataka,Cheque,Pending,Travel
T007650,2026-06-13,Expense,Rent,-142092,V071,,P004,G010,Delhi,Cheque,Completed,Rent
T007651,2024-11-13,Income,Corporate Donation,2232709,,,P005,G003,Rajasthan,NEFT,Pending,Corporate Donation
T007652,2025-11-18,Expense,Consulting,-104743,V025,,P009,G018,Uttar Pradesh,Bank Transfer,Pending,Consulting
T007653,2026-06-11,Expense,Consulting,-137327,V014,,P011,G019,Tamil Nadu,Cheque,Pending,Consulting
T007654,2026-02-22,Expense,Nutrition Kits,-157250,V062,,P013,G007,Madhya Pradesh,Cheque,Completed,Nutrition Kits
T007655,2024-10-25,Income,International NGO,20260420,,,P002,G002,Rajasthan,Bank Transfer,Failed,International NGO
T007656,2025-06-26,Expense,Utilities,-43777,V118,,P003,G016,Delhi,NEFT,Completed,Utilities
T007657,2026-02-02,Expense,Training,-90048,V016,,P010,G017,Delhi,NEFT,Completed,Training
T007658,2025-08-22,Income,Corporate Donation,2117307,,,P003,G011,Tamil Nadu,NEFT,Pending,Corporate Donation
T007659,2025-05-09,Income,Government Grant,5324371,,,P011,G003,Delhi,Bank Transfer,Failed,Government Grant
T007660,2025-04-28,Income,CSR Grant,12082778,,,P002,G014,Tamil Nadu,Cheque,Completed,CSR Grant
T007661,2025-04-16,Income,Corporate Donation,2933438,,,P004,G014,Rajasthan,RTGS,Pending,Corporate Donation
T007662,2026-02-11,Income,Corporate Donation,3988779,,,P009,G019,Uttar Pradesh,NEFT,Completed,Corporate Donation
T007663,2024-10-24,Expense,Consulting,-157481,V037,,P010,G024,Maharashtra,RTGS,Completed,Consulting
T007664,2024-10-29,Expense,Rent,-131749,V112,,P011,G010,Karnataka,Bank Transfer,Failed,Rent
T007665,2026-06-01,Expense,Medicines,-252729,V006,,P011,G002,Madhya Pradesh,Bank Transfer,Completed,Medicines
T007666,2025-11-24,Income,Individual Donation,87489,,,P013,G007,Rajasthan,NEFT,Completed,Individual Donation
T007667,2025-10-26,Expense,Travel,-27347,V038,,P013,G014,Gujarat,Cheque,Failed,Travel
T007668,2025-10-04,Expense,Nutrition Kits,-272308,V098,,P010,G023,Gujarat,NEFT,Completed,Nutrition Kits
T007669,2024-12-25,Expense,Travel,-47032,V067,,P014,G023,Tamil Nadu,NEFT,Completed,Travel
T007670,2025-07-15,Expense,IT Equipment,-404937,V077,,P012,G009,Uttar Pradesh,NEFT,Failed,IT Equipment
T007671,2025-02-23,Expense,Travel,-14918,V010,,P013,G013,Madhya Pradesh,NEFT,Pending,Travel
T007672,2024-10-09,Expense,Medicines,-239208,V030,,P004,G016,Madhya Pradesh,UPI,Completed,Medicines
T007673,2026-03-14,Expense,Training,-81200,V021,,P015,G002,Maharashtra,Bank Transfer,Completed,Training
T007674,2025-10-05,Income,Individual Donation,47752,,,P015,G018,Maharashtra,NEFT,Completed,Individual Donation
T007675,2025-02-10,Expense,Training,-86662,V082,,P012,G010,Karnataka,RTGS,Pending,Training
T007676,2026-01-20,Income,Corporate Donation,2030340,,,P002,G017,Delhi,Bank Transfer,Completed,Corporate Donation
T007677,2026-01-23,Expense,Medicines,-210054,V116,,P007,G001,Madhya Pradesh,Bank Transfer,Completed,Medicines
T007678,2025-08-06,Expense,Travel,-38007,V017,,P014,G007,Maharashtra,Cheque,Completed,Travel
T007679,2025-05-29,Income,Corporate Donation,4945964,,,P011,G024,Gujarat,RTGS,Completed,Corporate Donation
T007680,2024-07-24,Expense,Rent,-65621,V059,,P005,G016,Maharashtra,Cheque,Completed,Rent
T007681,2025-10-14,Expense,IT Equipment,-270147,V115,,P006,G005,Rajasthan,UPI,Completed,IT Equipment
T007682,2024-08-07,Expense,Utilities,-34274,V016,,P006,G017,Maharashtra,NEFT,Completed,Utilities
T007683,2025-05-29,Income,CSR Grant,2753065,,,P003,G021,Madhya Pradesh,Bank Transfer,Completed,CSR Grant
T007684,2025-05-22,Expense,Travel,-37947,V020,,P012,G002,Tamil Nadu,Bank Transfer,Completed,Travel
T007685,2024-10-24,Expense,IT Equipment,-89170,V046,,P006,G011,Tamil Nadu,UPI,Completed,IT Equipment
T007686,2024-10-18,Income,CSR Grant,14063175,,,P009,G024,Gujarat,Bank Transfer,Completed,CSR Grant
T007687,2024-11-01,Expense,Nutrition Kits,-79766,V003,,P006,G020,Uttar Pradesh,RTGS,Completed,Nutrition Kits
T007688,2025-03-23,Income,Individual Donation,74516,,,P008,G019,Madhya Pradesh,UPI,Completed,Individual Donation
T007689,2025-06-17,Income,Individual Donation,53377,,,P007,G017,Maharashtra,UPI,Completed,Individual Donation
T007690,2025-09-05,Expense,Office Supplies,-10861,V063,,P001,G007,Delhi,UPI,Pending,Office Supplies
T007691,2025-11-11,Expense,Rent,-106408,V068,,P015,G021,Tamil Nadu,UPI,Completed,Rent
T007692,2025-02-04,Expense,Utilities,-46084,V070,,P002,G014,Uttar Pradesh,Bank Transfer,Completed,Utilities
T007693,2025-07-20,Income,Government Grant,25168770,,,P009,G019,Rajasthan,UPI,Failed,Government Grant
T007694,2025-09-30,Expense,Training,-86673,V008,,P013,G011,Gujarat,Cheque,Completed,Training
T007695,2025-05-28,Income,Corporate Donation,1575799,,,P011,G013,Rajasthan,Cheque,Failed,Corporate Donation
T007696,2025-06-14,Expense,Nutrition Kits,-288546,V102,,P010,G004,Maharashtra,RTGS,Completed,Nutrition Kits
T007697,2026-05-08,Income,CSR Grant,16840247,,,P012,G005,Uttar Pradesh,RTGS,Pending,CSR Grant
T007698,2026-02-01,Expense,Consulting,-112907,V119,,P004,G009,Madhya Pradesh,UPI,Completed,Consulting
T007699,2024-09-22,Income,International NGO,6355948,,,P009,G004,Karnataka,RTGS,Pending,International NGO
T007700,2026-03-04,Expense,Nutrition Kits,-106108,V029,,P005,G002,Rajasthan,UPI,Completed,Nutrition Kits
T007701,2025-06-03,Expense,Rent,-163990,V099,,P003,G002,Karnataka,UPI,Pending,Rent
T007702,2026-03-14,Expense,Travel,-40068,V020,,P007,G018,Karnataka,NEFT,Completed,Travel
T007703,2026-05-01,Expense,Office Supplies,-23314,V118,,P015,G025,Maharashtra,RTGS,Pending,Office Supplies
T007704,2026-05-21,Income,Individual Donation,49259,,,P007,G018,Rajasthan,NEFT,Completed,Individual Donation
T007705,2024-09-28,Income,Corporate Donation,1058942,,,P015,G002,Uttar Pradesh,NEFT,Completed,Corporate Donation
T007706,2024-07-26,Income,CSR Grant,1311718,,,P003,G022,Rajasthan,Bank Transfer,Pending,CSR Grant
T007707,2024-10-06,Income,CSR Grant,11216329,,,P004,G020,Maharashtra,RTGS,Completed,CSR Grant
T007708,2026-04-16,Income,CSR Grant,4134115,,,P011,G024,Maharashtra,RTGS,Completed,CSR Grant
T007709,2026-06-22,Expense,Nutrition Kits,-69670,V064,,P002,G005,Maharashtra,Bank Transfer,Completed,Nutrition Kits
T007710,2024-07-30,Income,Individual Donation,67677,,,P007,G008,Tamil Nadu,RTGS,Completed,Individual Donation
T007711,2026-06-22,Expense,Utilities,-27237,V050,,P009,G008,Rajasthan,Cheque,Pending,Utilities
T007712,2025-07-03,Expense,Medicines,-432663,V034,,P012,G008,Rajasthan,UPI,Completed,Medicines
T007713,2025-08-23,Income,Individual Donation,28906,,,P009,G023,Uttar Pradesh,Bank Transfer,Failed,Individual Donation
T007714,2024-10-26,Income,International NGO,13829602,,,P011,G007,Madhya Pradesh,Cheque,Failed,International NGO
T007715,2025-10-31,Expense,IT Equipment,-202021,V058,,P010,G013,Maharashtra,Cheque,Completed,IT Equipment
T007716,2026-03-04,Income,Individual Donation,72699,,,P007,G018,Gujarat,NEFT,Completed,Individual Donation
T007717,2025-04-10,Income,International NGO,29103607,,,P007,G007,Gujarat,Cheque,Completed,International NGO
T007718,2026-03-03,Expense,IT Equipment,-75647,V079,,P005,G011,Tamil Nadu,Cheque,Completed,IT Equipment
T007719,2024-09-11,Income,International NGO,5643527,,,P001,G004,Delhi,RTGS,Completed,International NGO
T007720,2025-05-23,Expense,IT Equipment,-396923,V096,,P011,G013,Delhi,NEFT,Completed,IT Equipment
T007721,2024-09-09,Income,CSR Grant,12611147,,,P007,G005,Gujarat,RTGS,Failed,CSR Grant
T007722,2026-05-12,Expense,Utilities,-64458,V101,,P005,G001,Maharashtra,RTGS,Completed,Utilities
T007723,2024-09-01,Income,Corporate Donation,3971416,,,P003,G014,Gujarat,Bank Transfer,Completed,Corporate Donation
T007724,2024-09-07,Expense,Training,-86961,V083,,P001,G007,Delhi,RTGS,Completed,Training
T007725,2024-11-23,Income,International NGO,13743541,,,P012,G023,Maharashtra,NEFT,Failed,International NGO
T007726,2025-06-11,Expense,Medicines,-290047,V011,,P003,G006,Karnataka,RTGS,Completed,Medicines
T007727,2026-02-22,Expense,Office Supplies,-5674,V046,,P012,G003,Uttar Pradesh,UPI,Completed,Office Supplies
T007728,2026-06-12,Income,International NGO,26556313,,,P015,G001,Karnataka,RTGS,Completed,International NGO
T007729,2025-07-01,Income,Corporate Donation,4908477,,,P007,G001,Delhi,Bank Transfer,Completed,Corporate Donation
T007730,2025-04-13,Expense,Nutrition Kits,-398144,V032,,P005,G020,Delhi,RTGS,Completed,Nutrition Kits
T007731,2025-05-12,Income,Corporate Donation,3494369,,,P004,G020,Uttar Pradesh,NEFT,Completed,Corporate Donation
T007732,2025-05-08,Income,Corporate Donation,1887084,,,P012,G016,Delhi,RTGS,Completed,Corporate Donation
T007733,2025-11-13,Income,International NGO,22997687,,,P012,G025,Madhya Pradesh,NEFT,Completed,International NGO
T007734,2026-06-02,Income,Corporate Donation,4192864,,,P003,G001,Tamil Nadu,Cheque,Completed,Corporate Donation
T007735,2024-12-11,Income,International NGO,22406348,,,P007,G011,Delhi,UPI,Pending,International NGO
T007736,2024-09-18,Expense,Rent,-156475,V070,,P001,G013,Delhi,Cheque,Completed,Rent
T007737,2025-12-10,Expense,Nutrition Kits,-253347,V025,,P009,G007,Delhi,Cheque,Completed,Nutrition Kits
T007738,2025-03-27,Income,Corporate Donation,3725244,,,P010,G012,Karnataka,NEFT,Completed,Corporate Donation
T007739,2026-04-07,Income,International NGO,10546371,,,P005,G009,Tamil Nadu,Bank Transfer,Pending,International NGO
T007740,2025-05-10,Expense,IT Equipment,-390058,V034,,P007,G015,Maharashtra,NEFT,Failed,IT Equipment
T007741,2025-02-25,Expense,IT Equipment,-288310,V041,,P004,G018,Gujarat,RTGS,Pending,IT Equipment
T007742,2026-03-08,Expense,Rent,-192802,V003,,P009,G009,Tamil Nadu,RTGS,Completed,Rent
T007743,2026-06-26,Income,International NGO,23624710,,,P011,G014,Uttar Pradesh,UPI,Completed,International NGO
T007744,2024-11-21,Expense,Training,-66119,V083,,P005,G010,Gujarat,NEFT,Completed,Training
T007745,2026-01-24,Expense,IT Equipment,-121289,V034,,P001,G009,Maharashtra,UPI,Completed,IT Equipment
T007746,2024-10-24,Expense,IT Equipment,-56329,V080,,P009,G025,Rajasthan,UPI,Completed,IT Equipment
T007747,2025-02-17,Expense,Travel,-41132,V117,,P007,G020,Maharashtra,Bank Transfer,Completed,Travel
T007748,2025-07-13,Expense,Travel,-32388,V040,,P014,G023,Madhya Pradesh,Cheque,Completed,Travel
T007749,2024-12-10,Expense,Salary,-48932,,E140,P002,G006,Uttar Pradesh,RTGS,Pending,Salary
T007750,2025-05-15,Income,Individual Donation,71480,,,P014,G022,Delhi,RTGS,Completed,Individual Donation
T007751,2025-04-28,Expense,Consulting,-102486,V116,,P001,G018,Madhya Pradesh,UPI,Completed,Consulting
T007752,2026-05-20,Expense,Utilities,-19479,V086,,P002,G017,Karnataka,Bank Transfer,Pending,Utilities
T007753,2024-10-23,Income,Corporate Donation,2730882,,,P007,G006,Karnataka,RTGS,Pending,Corporate Donation
T007754,2025-02-22,Expense,Salary,-125421,,E190,P013,G014,Tamil Nadu,NEFT,Completed,Salary
T007755,2026-05-31,Expense,Rent,-160302,V007,,P004,G014,Karnataka,Bank Transfer,Completed,Rent
T007756,2025-07-29,Expense,Office Supplies,-31637,V004,,P001,G004,Rajasthan,RTGS,Failed,Office Supplies
T007757,2025-10-09,Expense,Nutrition Kits,-294108,V084,,P004,G017,Rajasthan,RTGS,Completed,Nutrition Kits
T007758,2025-07-12,Income,Individual Donation,81342,,,P005,G006,Maharashtra,Cheque,Pending,Individual Donation
T007759,2026-06-18,Expense,Medicines,-92306,V042,,P002,G021,Delhi,RTGS,Completed,Medicines
T007760,2026-02-18,Expense,Office Supplies,-49785,V051,,P001,G002,Gujarat,UPI,Completed,Office Supplies
T007761,2026-03-15,Income,Individual Donation,93180,,,P010,G007,Gujarat,RTGS,Completed,Individual Donation
T007762,2025-11-26,Expense,Utilities,-45749,V038,,P010,G004,Gujarat,RTGS,Completed,Utilities
T007763,2024-10-16,Income,Individual Donation,91502,,,P012,G017,Maharashtra,Bank Transfer,Completed,Individual Donation
T007764,2025-12-26,Expense,Office Supplies,-23537,V114,,P001,G017,Tamil Nadu,UPI,Completed,Office Supplies
T007765,2024-11-08,Income,Individual Donation,82803,,,P009,G017,Tamil Nadu,Cheque,Completed,Individual Donation
